pathway,Adjusted p-value,Significant (in gene set)
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.5201640341682086,2
GO_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,1,0
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_GERMLINE_RECOMBINATION_WITHIN_A_SINGLE_LOCUS,0.9454004369267038,2
GO_SOMATIC_DIVERSIFICATION_OF_T_CELL_RECEPTOR_GENES,0.43970393654587536,1
GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,1,0
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.3308650075687283,1
GO_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,1,0
GO_REGULATION_OF_GERMINAL_CENTER_FORMATION,1,0
GO_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,0.6563439224933438,1
GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,1,0
GO_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION,1,0
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,0.6248424326797761,1
GO_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,1,0
GO_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,1,0
GO_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,0.5557416876321177,1
GO_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION,1,0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE,1,0
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE,0.11943546000667818,2
GO_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE,1,0
GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,4.334494420761228e-12,44
GO_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION,0.4803121233934732,1
GO_IMMUNE_RESPONSE_INHIBITING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,0.3917511628721895,1
GO_ANTIMICROBIAL_PEPTIDE_PRODUCTION,1,0
GO_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,1,0
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,1,0
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,1,0
GO_POSITIVE_REGULATION_OF_HYPERSENSITIVITY,1,0
GO_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.7289098275047174,2
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,1,0
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,1,0
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,1,0
GO_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,1,0
GO_LIPID_HYDROXYLATION,1,0
GO_DESMOSOME_ORGANIZATION,0.5906121810691727,1
GO_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION,1,0
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.3917511628721895,1
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL,0.4803121233934732,1
GO_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL,0.43970393654587536,1
GO_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.43970393654587536,1
GO_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.6248424326797761,1
GO_RENAL_SODIUM_ION_TRANSPORT,1,0
GO_RENAL_WATER_TRANSPORT,1,0
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN,0.4803121233934732,1
GO_HEART_FIELD_SPECIFICATION,1,0
GO_HEART_INDUCTION,1,0
GO_SECONDARY_HEART_FIELD_SPECIFICATION,1,0
GO_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM,0.4803121233934732,1
GO_MEMBRANOUS_SEPTUM_MORPHOGENESIS,1,0
GO_MUSCULAR_SEPTUM_MORPHOGENESIS,1,0
GO_REGULATION_OF_ANIMAL_ORGAN_FORMATION,0.014262343913407515,5
GO_ENDOCARDIUM_MORPHOGENESIS,1,0
GO_HIS_PURKINJE_SYSTEM_DEVELOPMENT,1,0
GO_MITRAL_VALVE_DEVELOPMENT,1,0
GO_TRICUSPID_VALVE_DEVELOPMENT,1,0
GO_AORTIC_VALVE_DEVELOPMENT,1,1
GO_PULMONARY_VALVE_DEVELOPMENT,1,0
GO_PULMONARY_VALVE_MORPHOGENESIS,1,0
GO_TRICUSPID_VALVE_MORPHOGENESIS,1,0
GO_ATRIOVENTRICULAR_VALVE_FORMATION,1,0
GO_CARDIAC_VENTRICLE_FORMATION,1,0
GO_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS,1,0
GO_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,1,0
GO_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS,1,0
GO_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,1,0
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_MYOCARDIAL_PRECURSOR_CELL_DIFFERENTIATION,1,0
GO_CARDIOBLAST_PROLIFERATION,0.09824690202295054,2
GO_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION,0.4803121233934732,1
GO_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS,1,0
GO_SEPTUM_PRIMUM_DEVELOPMENT,1,0
GO_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS,1,0
GO_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS,1,0
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY,0.4206453264609167,2
GO_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,0.5557416876321177,1
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,1,0
GO_PANCREATIC_A_CELL_DIFFERENTIATION,1,0
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE,0.4803121233934732,1
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,1,0
GO_KERATINOCYTE_DEVELOPMENT,1,0
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS,0.6248424326797761,1
GO_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS,0.5557416876321177,1
GO_PERICARDIUM_MORPHOGENESIS,1,0
GO_REGULATION_OF_CILIUM_BEAT_FREQUENCY,1,0
GO_NORADRENERGIC_NEURON_DIFFERENTIATION,1,0
GO_BRAINSTEM_DEVELOPMENT,1,0
GO_DYNAMIN_FAMILY_PROTEIN_POLYMERIZATION_INVOLVED_IN_MEMBRANE_FISSION,1,0
GO_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION,1,0
GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,1,0
GO_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION,1,0
GO_GROWTH_PLATE_CARTILAGE_MORPHOGENESIS,1,0
GO_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,1,0
GO_GLYCOGEN_BIOSYNTHETIC_PROCESS,4.244519129806974e-5,8
GO_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS,0.03980696727702947,2
GO_DISACCHARIDE_METABOLIC_PROCESS,1,0
GO_FRUCTOSE_CATABOLIC_PROCESS,1,0
GO_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS,1,0
GO_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS,1,0
GO_5_PHOSPHORIBOSE_1_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_UDP_N_ACETYLGLUCOSAMINE_BIOSYNTHETIC_PROCESS,1,0
GO_ETHANOL_OXIDATION,1,0
GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE,0.6563439224933438,1
GO_LACTATE_METABOLIC_PROCESS,1,0
GO_GLYCOLYTIC_PROCESS,0.0015314905546431493,9
GO_TRICARBOXYLIC_ACID_CYCLE,0.8053534553866574,1
GO_ISOCITRATE_METABOLIC_PROCESS,1,0
GO_SUCCINYL_COA_METABOLIC_PROCESS,1,0
GO_SUCCINATE_METABOLIC_PROCESS,1,0
GO_MALATE_METABOLIC_PROCESS,1,0
GO_GLYCEROL_BIOSYNTHETIC_PROCESS,1,0
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,1,0
GO_PURINE_RIBONUCLEOSIDE_SALVAGE,1,0
GO_AMP_BIOSYNTHETIC_PROCESS,1,0
GO_ADP_BIOSYNTHETIC_PROCESS,1,0
GO_GTP_BIOSYNTHETIC_PROCESS,1,0
GO_DE_NOVO_IMP_BIOSYNTHETIC_PROCESS,1,0
GO_CAMP_CATABOLIC_PROCESS,1,0
GO_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS,0.3917511628721895,1
GO_UMP_BIOSYNTHETIC_PROCESS,1,0
GO_DUMP_BIOSYNTHETIC_PROCESS,1,0
GO_UTP_BIOSYNTHETIC_PROCESS,1,0
GO_MITOCHONDRIAL_DNA_REPLICATION,1,0
GO_DNA_TOPOLOGICAL_CHANGE,0.5557416876321177,1
GO_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,0.14285671086067075,2
GO_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER,1,0
GO_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,1,0
GO_BASE_EXCISION_REPAIR_GAP_FILLING,1,0
GO_PYRIMIDINE_DIMER_REPAIR,1,0
GO_DNA_METHYLATION,0.6205531268452404,2
GO_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR,1,0
GO_CHROMATIN_SILENCING_AT_TELOMERE,1,0
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,0.38480470142195006,2
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.008882601661873959,4
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_I,0.41875711857717357,3
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER,1,1
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_I_PROMOTER,1,0
GO_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION,1,0
GO_ADENOSINE_TO_INOSINE_EDITING,1,0
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.014262343913407515,5
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER,0.07855032900432488,2
GO_MITOCHONDRIAL_TRANSCRIPTION,0.3917511628721895,1
GO_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE,1,0
GO_RNA_EXPORT_FROM_NUCLEUS,1,2
GO_MRNA_EXPORT_FROM_NUCLEUS,1,1
GO_REGULATION_OF_TRANSLATIONAL_TERMINATION,1,0
GO_TRANSLATIONAL_READTHROUGH,1,0
GO_PROTEIN_SULFATION,1,0
GO_PROTEIN_METHYLATION,1,2
GO_PROTEIN_DEMETHYLATION,1,0
GO_N_TERMINAL_PROTEIN_LIPIDATION,0.3308650075687283,1
GO_C_TERMINAL_PROTEIN_LIPIDATION,1,0
GO_GPI_ANCHOR_BIOSYNTHETIC_PROCESS,0.2518907260054968,1
GO_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS,1,0
GO_ARGININE_CATABOLIC_PROCESS,0.4803121233934732,1
GO_CYSTEINE_METABOLIC_PROCESS,1,0
GO_GLUTAMATE_BIOSYNTHETIC_PROCESS,1,0
GO_GLUTAMATE_CATABOLIC_PROCESS,0.3917511628721895,1
GO_HISTIDINE_CATABOLIC_PROCESS,1,0
GO_LYSINE_CATABOLIC_PROCESS,1,0
GO_L_PHENYLALANINE_CATABOLIC_PROCESS,1,0
GO_PROLINE_BIOSYNTHETIC_PROCESS,1,0
GO_L_SERINE_METABOLIC_PROCESS,1,0
GO_L_SERINE_BIOSYNTHETIC_PROCESS,1,0
GO_L_SERINE_CATABOLIC_PROCESS,1,0
GO_TYROSINE_CATABOLIC_PROCESS,1,0
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS,1,0
GO_POLYAMINE_BIOSYNTHETIC_PROCESS,1,0
GO_RIBOSOMAL_PROTEIN_IMPORT_INTO_NUCLEUS,1,0
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.1826289095408094e-4,8
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,1,0
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_SIGNAL_SEQUENCE_RECOGNITION,1,0
GO_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,0.03980696727702947,2
GO_PROTEIN_RETENTION_IN_ER_LUMEN,1,0
GO_PROTEIN_TARGETING_TO_VACUOLE,1,0
GO_PROTEIN_PROCESSING_INVOLVED_IN_PROTEIN_TARGETING_TO_MITOCHONDRION,0.2518907260054968,1
GO_ACYLGLYCEROL_METABOLIC_PROCESS,1,1
GO_TRIGLYCERIDE_METABOLIC_PROCESS,0.8779129136260913,1
GO_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS,0.7769076987193272,1
GO_CDP_CHOLINE_PATHWAY,1,0
GO_GLYCEROL_ETHER_METABOLIC_PROCESS,1,0
GO_SPHINGOMYELIN_CATABOLIC_PROCESS,1,0
GO_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,1,0
GO_GANGLIOSIDE_CATABOLIC_PROCESS,1,0
GO_ICOSANOID_METABOLIC_PROCESS,0.5557416876321177,2
GO_PROGESTERONE_BIOSYNTHETIC_PROCESS,0.43970393654587536,1
GO_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS,1,0
GO_CHOLESTEROL_CATABOLIC_PROCESS,1,0
GO_ANDROGEN_CATABOLIC_PROCESS,1,0
GO_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS,1,0
GO_NUCLEOSIDE_PHOSPHATE_METABOLIC_PROCESS,0.8648061141912657,3
GO_RIBOFLAVIN_METABOLIC_PROCESS,1,0
GO_VITAMIN_A_METABOLIC_PROCESS,1,0
GO_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS,1,0
GO_POLYPHOSPHATE_CATABOLIC_PROCESS,1,0
GO_XENOBIOTIC_METABOLIC_PROCESS,1,0
GO_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS,0.5286092892682449,3
GO_COBALT_ION_TRANSPORT,1,0
GO_ZINC_ION_TRANSPORT,1,0
GO_SEROTONIN_TRANSPORT,1,0
GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,1,0
GO_CARNITINE_SHUTTLE,1,0
GO_OLIGOPEPTIDE_TRANSPORT,1,0
GO_PURINE_NUCLEOBASE_TRANSPORT,1,0
GO_GLUTAMINE_TRANSPORT,1,0
GO_CELLULAR_ION_HOMEOSTASIS,0.00940043072388056,24
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.3917511628721895,5
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,1,0
GO_VESICLE_BUDDING_FROM_MEMBRANE,0.33053688348384525,4
GO_APOPTOTIC_PROCESS,2.741849741712037e-16,96
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.7484459837544524,3
GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,0.5201640341682086,1
GO_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,0.011068651940883358,4
GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION,0.5906121810691727,1
GO_HYPOTONIC_RESPONSE,1,0
GO_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION,3.084701850048268e-5,5
GO_ER_OVERLOAD_RESPONSE,0.013386873502015477,3
GO_RESPONSE_TO_STEROL_DEPLETION,0.4803121233934732,1
GO_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION,1,0
GO_NUCLEOLUS_ORGANIZATION,1,0
GO_OUTER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,1,0
GO_CYTOSKELETAL_ANCHORING_AT_PLASMA_MEMBRANE,1,0
GO_TUBULIN_COMPLEX_ASSEMBLY,1,0
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION,1,0
GO_CYTOPLASM_ORGANIZATION,1,0
GO_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE,0.5201640341682086,1
GO_LYSOSOMAL_LUMEN_ACIDIFICATION,1,0
GO_SPINDLE_ORGANIZATION,0.16607824718565498,7
GO_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY,0.029856451645439343,3
GO_MITOTIC_METAPHASE_PLATE_CONGRESSION,1,0
GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY,0.5557416876321177,1
GO_NUCLEAR_MIGRATION,0.23740948037796228,2
GO_MALE_MEIOTIC_NUCLEAR_DIVISION,1,0
GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION,0.8779129136260913,1
GO_FEMALE_MEIOSIS_I,1,0
GO_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY,1,0
GO_SIGNAL_COMPLEX_ASSEMBLY,0.11943546000667818,2
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,1,0
GO_COMMON_PARTNER_SMAD_PROTEIN_PHOSPHORYLATION,1,0
GO_SMAD_PROTEIN_COMPLEX_ASSEMBLY,1,0
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY,0.4803121233934732,1
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,0.8053534553866574,1
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.8554066014833287,1
GO_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY,0.5557416876321177,1
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET,1,0
GO_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB,0.43970393654587536,1
GO_ACTIVATION_OF_JNKK_ACTIVITY,1,0
GO_SPERM_AXONEME_ASSEMBLY,1,0
GO_PENETRATION_OF_ZONA_PELLUCIDA,1,0
GO_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION,1,0
GO_EGG_ACTIVATION,1,0
GO_ZYGOTIC_DETERMINATION_OF_ANTERIOR_POSTERIOR_AXIS_EMBRYO,1,0
GO_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION,1,0
GO_COMPARTMENT_PATTERN_SPECIFICATION,1,0
GO_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION,1,0
GO_FOREGUT_MORPHOGENESIS,0.11943546000667818,2
GO_MESODERMAL_CELL_FATE_SPECIFICATION,1,0
GO_GONADAL_MESODERM_DEVELOPMENT,1,0
GO_DOSAGE_COMPENSATION,1,0
GO_SENSORY_PERCEPTION_OF_SMELL,1,0
GO_SHORT_TERM_MEMORY,1,0
GO_TOLL_SIGNALING_PATHWAY,0.43970393654587536,1
GO_MESODERMAL_CELL_MIGRATION,1,0
GO_RETROGRADE_AXONAL_TRANSPORT,0.6248424326797761,1
GO_SPERMIDINE_METABOLIC_PROCESS,1,0
GO_OPSONIZATION,1,0
GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.28168383340164804,6
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,1.2067671061844405e-6,47
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.013386873502015477,27
GO_INTRACELLULAR_MRNA_LOCALIZATION,1,0
GO_ADULT_FEEDING_BEHAVIOR,1,0
GO_GERM_CELL_MIGRATION,1,0
GO_REGULATION_OF_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION,1,0
GO_GRANZYME_MEDIATED_APOPTOTIC_SIGNALING_PATHWAY,1,0
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS,1,0
GO_HORMONE_MEDIATED_APOPTOTIC_SIGNALING_PATHWAY,1,0
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.03433649889328667,5
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C,1,0
GO_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH,1,0
GO_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,1,0
GO_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS,1,0
GO_HOMOSERINE_METABOLIC_PROCESS,1,0
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,1,2
GO_VITAMIN_CATABOLIC_PROCESS,1,0
GO_NUCLEOSIDE_METABOLIC_PROCESS,0.2021584243500015,3
GO_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,1,0
GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,1,0
GO_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_PURINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,1,0
GO_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,1,0
GO_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,1,0
GO_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_NUCLEOSIDE_CATABOLIC_PROCESS,1,0
GO_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,1,0
GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,1,0
GO_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,1,0
GO_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,1,0
GO_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,1,0
GO_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.15423009026181161,1
GO_PROTEIN_LIPOYLATION,1,0
GO_GLUCAN_CATABOLIC_PROCESS,0.053007723255155535,3
GO_PEPTIDOGLYCAN_CATABOLIC_PROCESS,1,0
GO_SNRNA_TRANSCRIPTION,1,1
GO_TRNA_TRANSCRIPTION,0.3308650075687283,1
GO_TOXIN_BIOSYNTHETIC_PROCESS,1,0
GO_PUTRESCINE_BIOSYNTHETIC_PROCESS,1,0
GO_DETECTION_OF_VIRUS,1,0
GO_RESPONSE_TO_HERBICIDE,0.6914961871364044,1
GO_RESPONSE_TO_LIGHT_INTENSITY,1,0
GO_PHENYLPROPANOID_METABOLIC_PROCESS,1,0
GO_RESPONSE_TO_FRUCTOSE,1,0
GO_CARBOHYDRATE_MEDIATED_SIGNALING,1,0
GO_ABSCISSION,1,0
GO_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS,1,0
GO_ANIMAL_ORGAN_MORPHOGENESIS,0.004484898955534897,35
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.05770849846308914,40
GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT,1,0
GO_NEGATIVE_REGULATION_OF_CELL_FATE_SPECIFICATION,1,0
GO_MEIOTIC_CHROMOSOME_CONDENSATION,1,0
GO_RESPONSE_TO_IRON_II_ION,0.07855032900432488,2
GO_RESPONSE_TO_IRON_III_ION,1,0
